,text,review_cleaned_lemmatized,rating
12600,Can not print from this device...Using the touch screen is very difficult.,print deviceusing touch screen difficult,1.0
12681,U thought it was going to be like an iPad or Samsung but it's all Amazon mode and you can't turn off the lock screen ads!!!! I get tired of seeing them...,u thought go like ipad samsung amazon mode cant turn lock screen ad get tire see,1.0
11643,"I understand you get what you pay for but come on Amazon. You make millions a day and you allow this product to be on your lineup. The only thing this tablet is good for is collecting dust. In my opinion, if any company is going to integrate the AndroidOS at least make it user friendly and 100% open. It's basically like purchasing half of a device or a demo device.",understand get pay come amazon make million day allow product lineup thing tablet good collect dust opinion company go integrate androidos least make user friendly 100 open basically like purchasing half device demo device,1.0
29472,"the speaker voice quality is terrible compare the similar size my logitech UE BOOM.the price is too high, even I got on promotion with $79",speaker voice quality terrible compare similar size logitech ue boomthe price high even get promotion 79,1.0
6645,"I've bought over 10 replacement charging wires, the ones with the micro mail end that inserts into the Fire to charge it. After one or two uses, the wires become loose and fall out. They definitely won't stay put to charge. Does anyone else have this problem? What's the solution? If not for this, I would recommend it.",ive bought 10 replacement charge wire one micro mail end insert fire charge one two us wire become loose fall definitely wont stay put charge anyone else problem whats solution would recommend,1.0
14413,"I purchased this amazon fire. Because, Reviews are good. But, I realized they left reviews before they receive it.I found couple of issues not to buy this tablet.1. It is impossible to use google account.Even You can log in gmail account.2. Bad for web surfing. There are so many limits for web surfing.3.This issue is only for Koreans. It is impossible to type & see Korean language.Do not buy this tablet if you are Korean.I do not know why this tablet does not support Korean. Even supports other Asian countries languages as like Chinese, Japanese. Etc....",purchase amazon fire review good realize left review receive iti found couple issue buy tablet1 impossible use google accounteven log gmail account2 bad web surf many limit web surfing3this issue korean impossible type see korean languagedo buy tablet koreani know tablet support korean even support asian country language like chinese japanese etc,1.0
8370,"I bought this tablet because it seemed worth it for the price. However, it only lasted 6 months before the battery died and was not chargeable, regardless of troubLeshooting and what cord or outlet I used.Best Buy said they couldn't do anything but said Amazon could help me since it should be under warranty. I escalated multiple times with Amazon and they refused to help me each time. So save your $49.99 and put it towards a good product.",bought tablet seem worth price however last 6 month battery die chargeable regardless troubleshoot cord outlet usedbest buy say couldnt anything say amazon could help since warranty escalate multiple time amazon refuse help time save 4999 put towards good product,1.0
29438,We were so excited to get the tap since it was a larger speaker than the dot and unlike the echo has a battery charger with it to make it portable. We already have an echo which works perfectly in our home. When listening to online radio on the tap it cut in and out constantly. We returned it and exchanged gor the dot.,excite get tap since large speaker dot unlike echo battery charger make portable already echo work perfectly home listen online radio tap cut constantly return exchange gor dot,1.0
3824,This device is OK for reading or listening to audiobooks via Overdrive app. Wouldn't recommend it though really. Waited to buy Kindle for years. Would suggest doing research before buying this device.,device ok reading listen audiobooks via overdrive app wouldnt recommend though really wait buy kindle year would suggest research buying device,1.0
5625,"Bought this for my nephew. The price is right, however, the tablet is terrible. Spend the money and get an iPad.",bought nephew price right however tablet terrible spend money get ipad,1.0
12587,The kindle fire I purchased does not work. It does not start or charge.,kindle fire purchase work start charge,1.0
8773,I honestly didn't care for it. The newest versions of this tablet are by far much better. You have a bit more freedom with it than you do the older version.,honestly didnt care new version tablet far much well bit freedom old version,1.0
9232,Ordered dec 9th and got my order AFTER CHRISTMAS and it was supposed to be delivered on dec 17th,order dec 9th get order christmas suppose deliver dec 17th,1.0
12858,Works great for my 6 year old grandson! he loves it.,work great 6 year old grandson love,1.0
9339,Didn't realize until after we bought it that there was no google play.,didnt realize bought google play,1.0
34633,"The reason people give it 5 stars is because they don't give the product enough time before they review it. I purchased this along with my kindle dx on August 12, 2010. I can honestly say that I don't recommend this product as it will damage the kindle. The hinge that attaches to the kindle will eventually put pressure on the kindle front plastic cover and soon you will see it crack. To avoid this, you have to make sure the kindle doesn't rock back and forth from off the back cover causing the hinge to bend more and crack the front plastic further. This is hard to do if you open and close your kindle many times a day or simply lend it to someone else who doesn't know better. One thing I can honestly say is that I really wanted to like this product. I really wanted it to work. I'm looking for a slip cover now.",reason people give 5 star dont give product enough time review purchase along kindle dx august 12 2010 honestly say dont recommend product damage kindle hinge attache kindle eventually put pressure kindle front plastic cover soon see crack avoid make sure kindle doesnt rock back forth back cover cause hinge bend crack front plastic hard open close kindle many time day simply lend someone else doesnt know well one thing honestly say really want like product really want work im look slip cover,1.0
727,"I went with this tablet based on many good customer reviews, but my experience was not a good one. From the start I was on the phone every day for at least an hour with Amazon tech support for one issue or another. Most of the techs were very polite, but not all knew the product very well. At one point I asked one of them about trying to save some RAM and they kept referring me to the storage, which told me they didn't even know the difference between RAM and regular storage. The internet browser was basic and it ran very slow at times, even when all my other wifi devices ran great. Then a day would pass and I'd be trying to type an email and the keyboard would just stop working...wtf??? Come to find out it's a ""known issue"" and ""they're working on it"". After two weeks of one thing after another I got fed up and just returned it. I wanted it to work, and gave it a good run, but just not quality stuff. To me it was like Walmart trying to build their own computer when they're obviously not a computer manufacturer, neither is Amazon. If I were you I'd look at a regular Android tablet from a reputable PC manufacturer, which is exactly what I did next. I got an ASUS tablet for only a few dollars more, and it's unbelievable. 1000% better in comparison to the Amazon Fire HD8. Save yourself the aggravation and go with ASUS or some other company that is specifically in the computer business full time. Sorry Amazon, not this time!",go tablet base many good customer review experience good one start phone every day least hour amazon tech support one issue another tech polite knew product well one point ask one try save ram kept refer storage told didnt even know difference ram regular storage internet browser basic ran slow time even wifi device ran great day would pas id try type email keyboard would stop workingwtf come find know issue theyre work two week one thing another get fed return want work give good run quality stuff like walmart try build computer theyre obviously computer manufacturer neither amazon id look regular android tablet reputable pc manufacturer exactly next get asus tablet dollar unbelievable 1000 well comparison amazon fire hd8 save aggravation go asus company specifically computer business full time sorry amazon time,1.0
20061,"Not for the average computer person. Very confusing instructions. I spent several hours trying to install the ""overdrive"" so I could get e-books from the library. Ran the battery down several times with no luck. I got so disgusted I had to just put it down. (I'm still trying because I refuse to give up) Thinking about just returning it and the nice leather case too!)",average computer person confuse instruction spent several hour try install overdrive could get ebooks library ran battery several time luck get disgust put im still try refuse give think return nice leather case,1.0
6102,"From the minute you turn it on there's advertising. The OS is very different from a standard tablet OS - I couldn't get an app that I wanted from the Google Play Store - it just wouldn't work on this. As I said before, I found the amount of advertising just ridiculous.",minute turn there advertising o different standard tablet o couldnt get app want google play store wouldnt work say found amount advertising ridiculous,1.0
13415,Right out of the box it didn't work. We took it back and the Geek Squad couldn't get it to work either. Great disappointment for my 9 year old boy since it was a Christmas gift.,right box didnt work take back geek squad couldnt get work either great disappointment 9 year old boy since christmas gift,1.0
15931,"The reviews on this on Amazon seemed awesome. Little did I know that there is a chronic problem with the port on these tablets. We just bought this for Christmas and went to charge it for the first time. Nothing. We already loaded (and paid for) several apps, and now we're out that money. Also the charging cord that came with it appears it has been used before - there's some wear at the edge of it. So I went online to see if I could find this issue and there it is - everywhere. This is a problem that has been around for years, but Android - who is the ultimate culprit, has failed to fix it at the source. When you plug in the charger, there's no 'click' so you know it's in place. It just slides in and out. We've had Apple products for several years and never had an issue, then the first Droid product we purchase can't even be charged from the beginning. This will be going back to BestBuy - and will buy another iPad Mini - costs more, but is much much more reliable.",review amazon seem awesome little know chronic problem port tablet bought christmas go charge first time nothing already load paid several apps money also charge cord come appear use there wear edge go online see could find issue everywhere problem around year android ultimate culprit fail fix source plug charger there click know place slide weve apple product several year never issue first droid product purchase cant even charge begin go back bestbuy buy another ipad mini cost much much reliable,1.0
3427,Whats the point of this without the cable to charge!,whats point without cable charge,1.0
23482,This product not good waste of money I would recommend it,product good waste money would recommend,1.0
26309,"She never has an answer for anything, she has to always be connected to an outlet, too hard to connect to other devices",never answer anything always connect outlet hard connect device,1.0
3114,I wish this came in white to match my Kindle Paperwhite,wish come white match kindle paperwhite,1.0
30917,I can't seem to be able to hook it up with my internet connection. I will be returning it to the store.,cant seem able hook internet connection return store,1.0
2502,It was on a total of an hour and a half when the screen went completely dark. Would not turn on after that. The battery was fine....It just quit working all together.,total hour half screen go completely dark would turn battery fineit quit work together,1.0
29872,This item is the worst ever a d the tech support is even worst. Spent hour troubleshooting and their solution was to return it to Bestbuy a d get anotherone. So i did. And guess what? It didn't work ether. Basically the Netflix app can't be downloaded becuse the Amazon Fire tv won't let you and to make it worst if you're a fan of HBO brace yourself becuase the app isn't even available on their app store. HBO simply doesn't exist. I spent in total 4 days troubleshooting with the Amazon team actually managing the Fire TV remotely from their offices and the answer was that ether the equipment is defective or that they don't have Netflix or HBO available for it. REALLY ITS FREAKING ADVERTISED ON THE BOX. DONT WAIST YOUR MONEY. better get an apple tv or a roku,item bad ever tech support even bad spent hour troubleshoot solution return bestbuy get anotherone guess didnt work ether basically netflix app cant download becuse amazon fire tv wont let make bad youre fan hbo brace becuase app isnt even available app store hbo simply doesnt exist spent total 4 day troubleshoot amazon team actually manage fire tv remotely office answer ether equipment defective dont netflix hbo available really freak advertised box dont waist money well get apple tv roku,1.0
4744,"can not down load any apps from goggle play, didn't know amazon and goggle don't have agreements to sharge",load apps goggle play didnt know amazon goggle dont agreement sharge,1.0
12742,I bought the Fire for my 8 year old for school after a suggestion from the sales rep in store. Went to set it up and it required a credit card number be entered. Couldn't even download free kids apps. Why would I want my child able to accidently buy something? I refused and thus not able to download anything. We will be returning it. Product appears best for an adult who likes to read books on tablet.,bought fire 8 year old school suggestion sale rep store go set require credit card number enter couldnt even download free kid apps would want child able accidently buy something refuse thus able download anything return product appear best adult like read book tablet,1.0
4837,"I purchased this for my son thinking it would be a good beginner tablet. I was so wrong. I couldn't even get it set up for him to use it. Before you comment that it may be the user, I have set up every electronic device I have purchased for myself or my children (compters, cell phones, lap tops, game systems) This tablet would not connect to wifi. I even took it across town thinking it could try that but still nothing. Maybe it was defaulty equipment. I sat right beside him and had perfect wifi. My other son sat right beside him had perfect Wifi.",purchase son think would good beginner tablet wrong couldnt even get set use comment may user set every electronic device purchase child compters cell phone lap top game system tablet would connect wifi even take across town think could try still nothing maybe defaulty equipment sat right beside perfect wifi son sat right beside perfect wifi,1.0
17729,"I am really disappointed in this Kindle....I have had many kindles, but I wanted somwthing I thoughtnwould be simple. This kindle doesn't show all my books that are in my cloud..it doesn't matter that they aren't in my device but they should still show up in my cloud...I have to go to my amazon account and transfer the book I want to my device.",really disappointed kindlei many kindles want somwthing thoughtnwould simple kindle doesnt show book cloudit doesnt matter arent device still show cloudi go amazon account transfer book want device,1.0
34652,"So I was already not too pleased with Amazon's choice to only include an essentially useless charger when purchasing a kindle hd, and caved to ordering the fast charger so it would not take hours of non-use to recharge. For 20 you don't even get a full charger, just an adapter to put on to the cord they already gave you. Amazon please just charge the real price for the device instead of settling to slowly rip people off with essential accessories, this sort of thing cheapens your image and erodes loyalty.",already pleased amazon choice include essentially useless charger purchasing kindle hd cave order fast charger would take hour nonuse recharge 20 dont even get full charger adapter put cord already give amazon please charge real price device instead settle slowly rip people essential accessory sort thing cheapens image erodes loyalty,1.0
9272,"I was expecting a tablet good enough for the kids to play and download games, and I was told at BB that this product would work for these basic needs. It seems like everything I download needs to be through my Amazon account, very few items are for free, and everything takes forever to download and/or open. Wish I could return it!",expect tablet good enough kid play download game told bb product would work basic need seem like everything download need amazon account item free everything take forever download andor open wish could return,1.0
29863,"Everything I had read was a bit confusing on how the Echo can control it.. but low and behold it has the Alexa service built into it. The Echo CANNOT control the Amazon Fire TV which was the sole reason I bought it. Well.. also in hopes that HBO Now would have Surround Sound on it, but of course it didn't. So they're both at fault here and the reason why I returned it immediately. Since neither of the above worked, this made the device completely redundant with my Chromecast.",everything read bit confuse echo control low behold alexa service built echo can not control amazon fire tv sole reason bought well also hope hbo would surround sound course didnt theyre fault reason return immediately since neither work make device completely redundant chromecast,1.0
241,Didn't want to go to the sites amazon wanted me to.,didnt want go site amazon want,1.0
3338,This is honestly a little expensive. And I can find other ways to charge my devices.,honestly little expensive find way charge device,1.0
17443,"I didon't care for this tablet, downloading apps outside of Amazon was really confusing.",didont care tablet download apps outside amazon really confuse,1.0
17005,"did not power up...at all. I am so happy that my grand-niece wasn't here and doesn't know about this yet, she would have been crying.",power upat happy grandniece wasnt doesnt know yet would cry,1.0
17167,"I purchase this tablet for my son and it was very disappointing on the 3 exchanges I had to do. First the charger was not working, second the free time was not connecting and third exchange it was freezing. So many good reviews for this tablet but it did not work for me.",purchase tablet son disappoint 3 exchange first charger work second free time connect third exchange freeze many good review tablet work,1.0
27448,I really wanted this as a Christmas present however it's nothing like the ads. Alexa works sometimes and then not. I can't get her to play music or listen to the radio through her. Very disappointed. Plan on taking it back.,really want christmas present however nothing like ad alexa work sometimes cant get play music listen radio disappointed plan take back,1.0
11649,Tablet was ok when it worked. Seemed to always have to reset our Wi-Fi at home for this one item. Everything else worked fine.,tablet ok work seem always reset wifi home one item everything else work fine,1.0
9331,A lot of apps are incomplete. Doesn't run apps that great and has a lot of apps that are generic.,lot apps incomplete doesnt run apps great lot apps generic,1.0
32368,It locked up on installing kodi and it wouldn't recover. The device buffers during first setup of any movie. Voice remote is not the best.,lock instal kodi wouldnt recover device buffer first setup movie voice remote best,1.0
23514,Alexa answers maybe 1 out of 10 questions we ask her - she uses Bing.com and it is really bad. Her standard answer is - I don't know the answer to this question. We ask her easy questions about stats or people. We also have a Google home and it answers almost every question right.,alexa answer maybe 1 10 question ask us bingcom really bad standard answer dont know answer question ask easy question stats people also google home answer almost every question right,1.0
12250,Bought for my grandson he doesn't like it it's to slow..,bought grandson doesnt like slow,1.0
4683,"I got this tablet for Christmas and only used it for one day. The next day I could not use it, it keep glitching. When I got it, the box was opened and it had an inspect sticker on the box, I guess that is what Best Buy does. I think someone switched it out. I took it back to Best Buy to see if someone could fix it and they said it would be $200 to fix or call Amazon. Why would I pay $200 to fix a tablet that was $40. Amazon is replacing my defected one for free after many attempts to fix it.",get tablet christmas use one day next day could use keep glitching get box open inspect sticker box guess best buy think someone switch take back best buy see someone could fix say would 200 fix call amazon would pay 200 fix tablet 40 amazon replace defect one free many attempt fix,1.0
16141,This is just a regular fire tablet that has protective case.,regular fire tablet protective case,1.0
34386,Bought the fire TV excited about the 4K support. The first night it refused to load video content. I could only stream music. Now it refuses to load at all. It has completely stopped responding to the remote. Remote feels cheap.,bought fire tv excite 4k support first night refuse load video content could stream music refuse load completely stop respond remote remote feel cheap,1.0
5277,"This tablet disappointed me from the beginning. I loved my previous Fire tablet. However, this new one disappointed me from get go. I do not want it to tell me what I like or want! I do not like ads that pop up, I do not want suggestions for me on books, movies or anything else. I know what I like! I definitely do not want it talking to me! In this day and age, with identity theft prevalent, I would like to be able to have apps without having to turn on features like location, etc.. All in all, I am ready to bust it up and throw it away!",tablet disappointed begin love previous fire tablet however new one disappointed get go want tell like want like ad pop want suggestion book movie anything else know like definitely want talk day age identity theft prevalent would like able apps without turn feature like location etc ready bust throw away,1.0
15722,I I thought the buy For my child bc the kids mode but it was very poor,thought buy child bc kid mode poor,1.0
9034,I bought this tablet on black Friday and went home to test it out and it was very slow and not worth the money,bought tablet black friday go home test slow worth money,1.0
28814,Expected it to be a bigger version of the HDX but it was not. The email was bad and so was the calendar.,expect big version hdx email bad calendar,1.0
18942,"I purchased this ereader because it stated you could get library booksvia USB cord (and Wifi if you are near one). I do not have Wifi andthe USB would not transfer. Tried everything, neighbor tried, readinstructions, viewed YouTube. But it wouldn't work. Took it back but it was beyond 15 days and they would only give me credit. I then upgraded to Wifi 3g and that better work for the extra money. Very disappointed as I felt I had no other choice.",purchase ereader state could get library booksvia usb cord wifi near one wifi andthe usb would transfer try everything neighbor try readinstructions view youtube wouldnt work take back beyond 15 day would give credit upgraded wifi 3g well work extra money disappointed felt choice,1.0
21795,We got this for our son. He is always wanting to play on Mom's tablet so we thought this would be a good choice. His aunt does a lot of tech shopping and bought this same one for his sister so we got the same one. Within a month the charging cord on both units quit working and shortly after that the ports became squirly so you have to hold them just right or they don't charge. Save your money and get a more expensive but better quality product.,get son always want play mom tablet thought would good choice aunt lot tech shopping bought one sister get one within month charge cord unit quit work shortly port become squirly hold right dont charge save money get expensive well quality product,1.0
8601,"I purchased this tablet on a discounted price as an alternative for RC tablet. The operating system is not good, very slow response, apps takes a lot of time to open. Many of the apps like youtube is not made for fire OS, so my little one has a difficult time handling it. After 2 months, I got him RC tablet.",purchase tablet discount price alternative rc tablet operating system good slow response apps take lot time open many apps like youtube make fire o little one difficult time handle 2 month get rc tablet,1.0
10360,I bought this tablet because of the price and the specs seemed fine but it is slow it freezes and crashes I dont think it was a good buy,bought tablet price spec seem fine slow freeze crash dont think good buy,1.0
5044,"I totally love the Kindle Fire tablets purchased for my grandkids. My sister purchased one in our hometown for my mother. She is equally happy. My granddaughter and grandson spend their wind down time in the evening on the tablets playing their favorite games. In addition, they want a dog and conduct research for the type of dog that the would like. Overall, the tablets are easy to use and provides technology for them when they visit every other weekend. I am pleased.",totally love kindle fire tablet purchase grandkids sister purchase one hometown mother equally happy granddaughter grandson spend wind time even tablet play favorite game addition want dog conduct research type dog would like overall tablet easy use provide technology visit every weekend pleased,1.0
30632,"Hated it ! You have to purchase everything from Amazon ! Took it back within a couple days! Got the roku ,,,,, way better !",hat purchase everything amazon take back within couple day get roku way well,1.0
9485,Except unlike the Millennium Falcon this doesn't have it where it counts. Software is a mess. I didn't expect much from a $50 tablet but man was it painful to use.,except unlike millennium falcon doesnt count software mess didnt expect much 50 tablet man painful use,1.0
21502,"I have never had so many issues with a kindle and I have purchased alot. It's slow. It shuts off whenever it wants, the sd card dosent read half the time. And when it does it seems to be downloading it. And it deleted apps off my other kids kindle or adds when I do ... very very stupid . It has cracked . And I have never dropped it . It isn't made well. I am going to return it and I will probably never buy another kindle . HORRIBLE",never many issue kindle purchase alot slow shuts whenever want sd card dosent read half time seem download delete apps kid kindle add stupid crack never drop isnt make well go return probably never buy another kindle horrible,1.0
8175,This is my 3rd kindle and my last-i'm moving on to something better!For me -following all packaging insert guidelines-they only lasted a year at the most.,3rd kindle lastim move something betterfor follow packaging insert guidelinesthey last year,1.0
12616,"I picked up this tablet thinking it would be a great buy. I have a few family members that own the previous model of the kindle fire and highly approve of them. The new product I got was very disappointing, The display had a dead pixel on it when I turned it on. The product is very slow and the cameras leave a lot to be desired. I took it back and exchanged for an IPad Mini 4 and am very happy with it.",picked tablet think would great buy family member previous model kindle fire highly approve new product get disappoint display dead pixel turn product slow camera leave lot desire take back exchange ipad mini 4 happy,1.0
18000,Our daughter loves the size and portability of the product. Her iPad died and she uses her Mac book for school so this was a great choice for her to read books on.,daughter love size portability product ipad die us mac book school great choice read book,1.0
33653,I had no cable but had internet so I thought this Amazon item would be good. Basically you have to pay for each subscription to use this making it super costly. I retuned this and just use Netflix with a wifi enabled tv.,cable internet thought amazon item would good basically pay subscription use make super costly retuned use netflix wifi enable tv,1.0
6706,"Worked fine for a month, then refused to take a charge. Returned to best buy, and advised that amazon like to handle their own warranty issues. Stuck with a store credit card. I suppose it will get used, but not impressed with the product at all",work fine month refuse take charge return best buy advise amazon like handle warranty issue stuck store credit card suppose get use impressed product,1.0
9435,This makes my phone way to big can't fit in pockets,make phone way big cant fit pocket,1.0
21566,"I bought this thinking since we'd bought several other refurbished things that worked, that it would be okay. The box never booted properly so the only thing we could stare at was the Amazon logo and the words Unknown Boot in the corner. Customer Service tried to help with the box but we couldn't get it to trouble shoot. Sending this box back.",bought think since wed bought several refurbish thing work would okay box never boot properly thing could stare amazon logo word unknown boot corner customer service try help box couldnt get trouble shoot send box back,1.0
14902,I bought a Kindle Fire 16GB for my 6 year old son in June. After 4 months the charging port came loose and the device will not charge. Best Buy is aware of the issue and will do nothing about it. Amazon will not warranty their product for more than 90 days and they said the charging ports often break if children are using them! They have no options to fix the device and only offer a small discount if I buy a new one. Amazon does not stand behind this product. They are aware of the defect and continue to sell these.,bought kindle fire 16gb 6 year old son june 4 month charge port come loose device charge best buy aware issue nothing amazon warranty product 90 day say charge port often break child use option fix device offer small discount buy new one amazon stand behind product aware defect continue sell,1.0
2780,Prior to using the device I decided to recharge it to 100% and was shocked to find out that it takes 6 hours. Unless you have a lot of time don't buy this device.,prior use device decide recharge 100 shock find take 6 hour unless lot time dont buy device,1.0
12621,Luckily best buy exchanged the kindle fire for a Lenovo tablet with courtesy and ease. Thank you best buy! It was a black Friday purchase that I did nothing with until late January/ early February. Great way to do business and therefore keep it.,luckily best buy exchange kindle fire lenovo tablet courtesy ease thank best buy black friday purchase nothing late january early february great way business therefore keep,1.0
3947,I don't like this tablet as Android is not working well,dont like tablet android work well,1.0
1372,I brought this tablet during the Black Friday sale fast forward to Christmas when my 6 year opens it he was happy I set it up for him two days later it crashed never came back on. Blank screen. He was disappointed and so was I .,brought tablet black friday sale fast forward christmas 6 year open happy set two day later crashed never come back blank screen disappointed,1.0
22808,"Unless you have fiber optic internet, don't buy this. If you have ATT Uverse it will mess up the TV, lower the speed of your internet, and play havoc with the phone.It has not worked yet since getting it, since I only have 25mgb of internet, and it really does not work at that speed at all.",unless fiber optic internet dont buy att uverse mess tv low speed internet play havoc phoneit work yet since get since 25mgb internet really work speed,1.0
7046,"Ouch. I bought this Fire tablet, and used it for about four hours, and left it on a charger. A couple of hours later, I picked up the tablet, and the screen was showing a weird 'ghosting' effect, and then the screen went completely black.I twisted the chassis and screen a bit and managed to get things working again, just long enough to do a factory reset and return the tablet.I'm sure I had a defective/damaged tablet, but I was underwhelmed with the quality, and it would be nice if Amazon brought back the higher quality HDX tablets, for people who don't mind paying more for quality tablets.",ouch bought fire tablet use four hour left charger couple hour later picked tablet screen show weird ghost effect screen go completely blacki twist chassis screen bit manage get thing work long enough factory reset return tabletim sure defectivedamaged tablet underwhelmed quality would nice amazon brought back high quality hdx tablet people dont mind pay quality tablet,1.0
28660,"Just got this as a Christmas gift and it doesn't stand.. Nothing to secure it to make it stand.. You can get it to stand maybe to watch a video, but don't touch it. It will fall down easily. Certainly don't stand it and actually use your Fire HD6 with this cover.. You can't.. Falls right over. I feel really badly for the special person that bought me this. Waste of money. I had already bought my own cover, for a lot cheaper, that has more shock protection and that one won't stand on end, but at sits securely at a tilt which makes it more useful for me. The cheaper one I bought on Amazon also has a magnetic closer to the cover stays closed. This one does not. Not sure how to tell the person who bought me this that I don't like this one at all. I'll feel bad telling them, and they'll feel bad hearing it. Bad all around.",get christmas gift doesnt stand nothing secure make stand get stand maybe watch video dont touch fall easily certainly dont stand actually use fire hd6 cover cant fall right feel really badly special person bought waste money already bought cover lot cheaper shock protection one wont stand end sits securely tilt make useful cheaper one bought amazon also magnetic closer cover stay close one sure tell person bought dont like one ill feel bad tell theyll feel bad hearing bad around,1.0
25782,"Will not stay connected to WiFi. When it is connected, device has to be within 6-8 ft. of router. Need this in the kitchen. Don't want to walk 25+ feet to use it. My other wifi devices work everywhere in the house as well as most of yard and garden. So I don't get it. Sick of looking at it - useless.",stay connect wifi connect device within 68 ft router need kitchen dont want walk 25 foot use wifi device work everywhere house well yard garden dont get sick look useless,1.0
2832,This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with; unsnaps constantly Amazon Customer Services promises it will resolved in an update,upgrade mean three year old kindle outperform oasisbattery life well week light low set magnetic connector poorly design grows weak two piece keep unsnaps constantly amazon customer service promise resolve update,1.0
4806,"purchased it tonight, time is wrong, you cannot change time manually because it has to have wifi to update the time.....AND IT WON'T CONNECT TO ANY WIFI THAT NEEDS A PASSCODE OR PASSWORD BECAUSE IT HAS TO HAVE CORRECT TIME!!!!!!! THIS IS 2016 TECHNOLOGY AMAZON? I've had many devices, but none that make you find a WIFI without a password (hard to do because starbucks, hotels, etc. all need you to click to agree to their terms for wifi...) all because the time cannot be changed without wifi!!!Returning it tomorrow!!!!!P.S. ALSO AN ISSUE ON THE AMAZON FORUMS, SO I AM NOT THE ONLY ONE DEALING WITH THIS!",purchase tonight time wrong can not change time manually wifi update timeand wont connect wifi need passcode password correct time 2016 technology amazon ive many device none make find wifi without password hard starbucks hotel etc need click agree term wifi time can not change without wifireturning tomorrowps also issue amazon forum one deal,1.0
3201,Waste of money,waste money,1.0
21508,"Found this tablet to be very intrusive with adds, almost forced to use credit card to make things work.",found tablet intrusive add almost force use credit card make thing work,1.0
297,"This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.",kindle overload apps never use despite one best buy associate say can not remove amazon apps apps take much memory pad love bought backup work unfortunately bog also dont like amazon want access much info set email wont use email either likely sell craigs list less half paid,1.0
32560,On the second day the unit disconnected from my wireless network and when attempted to reconnect the remote would not work and I could not click on the network settings button. I return that unit for another Amazon fire and the second unit could not find the remote to pair it. I think I will purchase a google or apple next .,second day unit disconnect wireless network attempt reconnect remote would work could click network setting button return unit another amazon fire second unit could find remote pair think purchase google apple next,1.0
3293,Pretty dumb that you have to.buy a charger port,pretty dumb tobuy charger port,1.0
34401,"I purchased this firetv to upgrade my from first firetv version as I have a samsung 4k tv, this new firetv recognized my hdmi port as 4k compatible when I set the resolution to 4k on video settings, after trying all posible settings, this bug only gives 1080 even playing 4k content. firetv1=firetv2.",purchase firetv upgrade first firetv version samsung 4k tv new firetv recognize hdmi port 4k compatible set resolution 4k video setting try posible setting bug give 1080 even play 4k content firetv1firetv2,1.0
2996,"Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK",bought mostly backupand read book since large cell phone back use occasionally may 40 50 hour use till week sent laptop repair probably use tot week watch 3rd primetime video week simply turn turn use power trick safe mode go toast bought october 11 2016 quit february 9 2015 old fire last 4 5 year use stereo speaker last week charge 2 3 dayssturdier built full junk offer apps constantly try add junk junk junk,1.0
8009,"I bought this and the kids version past Christmas. Its lack power and storage to be useful unless you want to just read books. Don't waste money on this product. The kids version is a good ideal but loading the apps, when they work takes forever. When they do work, the kids enjoy them. So I consider it to be a hit and miss. I'll be canceling the subscription as soon as my free year is up. Not wasting money on it.",bought kid version past christmas lack power storage useful unless want read book dont waste money product kid version good ideal load apps work take forever work kid enjoy consider hit miss ill cancel subscription soon free year waste money,1.0
7637,Tablet was working perfectly. Now the charging port isn't working. Can't charge the tablet. Will be sending back.,tablet work perfectly charge port isnt work cant charge tablet send back,1.0
33781,Would not recommend to anybody I had to take it back three times and still would not hook up to TVs very poor customer service,would recommend anybody take back three time still would hook tv poor customer service,1.0
14308,Was not a fan of this product Browsers are extremely slow,fan product browser extremely slow,1.0
17887,Paper white does not allow you do use books from the library as you cannot load apps. Only books from Amazon are available to read.,paper white allow use book library can not load apps book amazon available read,1.0
13408,"Every time I open my amazon Fire, games pop up. It is very annoying. I have no interest in games. I do not play them. I did not purchase the item for games. I purchased my Fire for reading books, but it is very difficult to get to books. I go through a number of minutes and still do not accomplish the task that I want to do. I would like to know how to take off the games so I can do what I want to do.",every time open amazon fire game pop annoy interest game play purchase item game purchase fire reading book difficult get book go number minute still accomplish task want would like know take game want,1.0
